area,code,region,item,base,ssp126,ssp585,ssp126_diff,ssp585_diff,ssp126_ratio,ssp585_ratio
Costa Rica,CRI,America Latin and Caribbean,Goats,20000.0,19983.39442094092,19984.12852707161,-16.6055790590799,-15.871472928389267,-0.08302789529539556,-0.07935736464194099
Costa Rica,CRI,America Latin and Caribbean,Grapefruit and products,21000.0,21000.0,21000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Grapes and products (excl wine),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Grazing,23168276.0,23168276.0,23168276.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Groundnut Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Groundnut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Groundnuts (Shelled Eq),225.0,225.0,225.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Hides and skins,14892.0,14788.571822205622,14781.112977182951,-103.42817779437792,-110.887022817049,-0.6945217418370842,-0.7446079963540742
Costa Rica,CRI,America Latin and Caribbean,Honey,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Hops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Horses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Lemons, Limes and products",35000.0,35000.0,35000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Maize Germ Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Maize and products,14000.0,14153.34152623383,12404.91970969856,153.34152623382943,-1595.0802903014392,1.0952966159559319,-11.393430645010284
Costa Rica,CRI,America Latin and Caribbean,"Meat, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Milk - Excluding Butter,1201000.0,1175867.1328339556,1177071.5299488215,-25132.867166044423,-23928.470051178476,-2.0926617124100266,-1.992378855218857
Costa Rica,CRI,America Latin and Caribbean,Millet and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Mules,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Mutton & Goat Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Nuts and products,39.0,39.0,39.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Oats,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Offals, Edible",11999.999999999998,8665.930281927735,8474.867240138477,-3334.0697180722636,-3525.1327598615208,-27.783914317268867,-29.37610633217934
Costa Rica,CRI,America Latin and Caribbean,"Oil, palm fruit",1138887.0,1138887.0,1138887.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Oilcrops Oil, Other",12000.0,11915.61607374505,11915.61607374505,-84.38392625494998,-84.38392625494998,-0.7031993854579199,-0.7031993854579199
Costa Rica,CRI,America Latin and Caribbean,"Oilcrops, Other",15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Oilseed Cakes, Other",9066.0,9002.247943714385,9002.247943714385,-63.752056285615254,-63.752056285615254,-0.7031993854579199,-0.7031993854579199
Costa Rica,CRI,America Latin and Caribbean,Olive Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Olives (including preserved),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Onions,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Oranges, Mandarines",258000.0,258000.0,258000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Palm Oil,282000.0,282000.0,282000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Palm kernels,49043.0,49043.0,49043.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Palmkernel Cake,32958.0,29290.70939759005,29290.70939759005,-3667.29060240995,-3667.29060240995,-11.127163670155804,-11.127163670155804
Costa Rica,CRI,America Latin and Caribbean,Palmkernel Oil,24000.0,21329.48071916261,21329.48071916261,-2670.5192808373904,-2670.5192808373904,-11.127163670155793,-11.127163670155793
Costa Rica,CRI,America Latin and Caribbean,Peas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Pepper,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Pigmeat,68000.0,37555.687936924645,36344.08021867888,-30444.312063075355,-31655.91978132112,-44.7710471515814,-46.55282320782518
Costa Rica,CRI,America Latin and Caribbean,Pigs,844365.0,431919.1528486568,450690.15382697276,-412445.8471513432,-393674.84617302724,-48.84686683499946,-46.62377599415267
Costa Rica,CRI,America Latin and Caribbean,Pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Pineapples and products,2624000.0,2624000.0,2624000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Plantains,84000.0,84000.0,84000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Potatoes and products,48000.0,22669.003884220914,22669.003884220914,-25330.996115779086,-25330.996115779086,-52.772908574539755,-52.772908574539755
Costa Rica,CRI,America Latin and Caribbean,Poultry Birds,88876000.0,46495037.14677003,48123188.72404126,-42380962.85322997,-40752811.27595874,-47.68549760703673,-45.8535614518641
Costa Rica,CRI,America Latin and Caribbean,Poultry Meat,138000.0,86709.12780717261,83247.25126832289,-51290.87219282739,-54752.748731677115,-37.16729869045463,-39.67590487802689
Costa Rica,CRI,America Latin and Caribbean,"Pulses, Other and products",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rabbits and hares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rape and Mustard Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rape and Mustard Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rape and Mustardseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rice (Milled Equivalent),138000.0,155892.02444309165,169565.9602721445,17892.02444309165,31565.960272144497,12.96523510368961,22.87388425517718
Costa Rica,CRI,America Latin and Caribbean,Ricebran Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Rodents, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Roots, Other",17000.0,17000.0,17000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Rye and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Seed cotton,677.0,677.0,677.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sesame seed,164.0,164.0,164.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sesameseed Cake,76.0,76.0,76.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sesameseed Oil,190.0,190.0,190.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sheep,1006.0,1005.0851678106482,1005.1248037292238,-0.9148321893518414,-0.8751962707762004,-0.09093759337492902,-0.08699764123023535
Costa Rica,CRI,America Latin and Caribbean,Silk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sisal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Soft-Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sorghum and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Soyabean Cake,225581.0,200751.92887210054,206799.98774932235,-24829.071127899457,-18781.012250677653,-11.006720924146741,-8.325617960146314
Costa Rica,CRI,America Latin and Caribbean,Soyabean Oil,48000.0,42716.77395640956,44003.703379129765,-5283.226043590439,-3996.2966208702346,-11.006720924146752,-8.325617960146324
Costa Rica,CRI,America Latin and Caribbean,Soyabeans,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Spices, Other",3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sugar beet,440000.0,413385.2624186492,413385.2624186492,-26614.737581350782,-26614.737581350782,-6.048803995761542,-6.048803995761542
Costa Rica,CRI,America Latin and Caribbean,Sugar cane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sugar non-centrifugal,4195000.0,3941252.672377803,3941252.672377803,-253747.3276221971,-253747.3276221971,-6.048803995761554,-6.048803995761554
Costa Rica,CRI,America Latin and Caribbean,"Sugar, Refined Equiv",9000.0,8455.607640381459,8455.607640381459,-544.3923596185414,-544.3923596185414,-6.048803995761576,-6.048803995761576
Costa Rica,CRI,America Latin and Caribbean,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sunflowerseed Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sunflowerseed Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Sweet potatoes,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Sweeteners, Other",52000.0,13501.749796438948,15236.539371405379,-38498.25020356105,-36763.46062859462,-74.03509654530971,-70.69896274729734
Costa Rica,CRI,America Latin and Caribbean,Tea (including mate),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Tobacco,30.0,30.0,30.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Tomatoes and products,48000.0,48000.0,48000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,"Vegetables, Other",241000.0,241000.0,241000.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Wheat and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Wool (Clean Eq.),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,America Latin and Caribbean,Yams,11000.0,11000.0,11000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Abaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Alcohol, Non-Food",6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Apples and products,64000.0,64000.0,64000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Asses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Bananas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Barley and products,326000.0,326000.0,326000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Beans,1340.0,1340.0,1340.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Beer,297000.0,297000.0,297000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Beverages, Alcoholic",14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Beverages, Fermented",11000.0,10999.999999999998,10999.999999999998,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.1102230246251565e-14,-1.1102230246251565e-14
Croatia,HRV,Europe South,Bovine Meat,43000.0,43000.0,43000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Buffaloes,26.0,26.0,26.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Butter, Ghee",4000.0,3994.656671685511,3990.7333052233057,-5.343328314489099,-9.266694776694294,-0.1335832078622312,-0.23166736941735433
Croatia,HRV,Europe South,"Camelids, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Camels,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cassava and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cattle,152593.0,152566.06334742878,152547.3627568976,-26.93665257122484,-45.63724310239195,-0.017652613534846484,-0.029907822182140276
Croatia,HRV,Europe South,"Cereals, Other",52000.0,52000.0,52000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Citrus, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cloves,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cocoa Beans and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Coconut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Coconuts - Incl Copra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Coffee and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Copra Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cotton lint,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cottonseed Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Cottonseed Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Dates,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Eggs,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Fats, Animals, Raw",7000.000000000001,6999.983910222273,6999.98219993143,-0.016089777727756882,-0.0178000685709776,-0.00022985396753716358,-0.0002542866938681776
Croatia,HRV,Europe South,"Fish, Seafood",86050.0,86050.0,86050.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Fodder crops,1851287.0,1851287.0,1851287.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Fruits, Other",36000.0,36000.0,36000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Goats,52039.0,52037.938118448066,52037.242878663084,-1.0618815519337659,-1.7571213369155885,-0.0020405494954411907,-0.0033765470837554545
Croatia,HRV,Europe South,Grapefruit and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Grapes and products (excl wine),124000.0,124000.0,124000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Grazing,5134636.0,5134636.0,5134636.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Groundnut Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Groundnut Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Groundnuts (Shelled Eq),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Hides and skins,9668.000000000002,9667.970693792236,9667.967578638025,-0.029306207765330328,-0.032421361976957996,-0.00030312585607150666,-0.0003353471449862866
Croatia,HRV,Europe South,Honey,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Hops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Horses,844.0,843.0268130012865,842.3210547157126,-0.9731869987134587,-1.6789452842873516,-0.11530651643524292,-0.19892716638475472
Croatia,HRV,Europe South,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Lemons, Limes and products",230.0,230.0,230.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Maize Germ Oil,12000.0,12000.000000000002,12000.000000000002,1.8189894035458565e-12,1.8189894035458565e-12,2.220446049250313e-14,2.220446049250313e-14
Croatia,HRV,Europe South,Maize and products,2431000.0,2454242.975583941,2090778.9443051526,23242.97558394121,-340221.05569484737,0.9561075929223062,-13.995107186131117
Croatia,HRV,Europe South,"Meat, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Milk - Excluding Butter,612000.0,611182.4707678832,610582.1956991657,-817.5292321167653,-1417.8043008343084,-0.1335832078622201,-0.23166736941736543
Croatia,HRV,Europe South,Millet and products,171.0,171.0,171.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Mules,4.0,4.0,4.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Mutton & Goat Meat,6000.0,5999.878632144263,5999.865731137426,-0.12136785573693487,-0.13426886257366277,-0.0020227975956133015,-0.002237814376226943
Croatia,HRV,Europe South,Nuts and products,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Oats,66000.0,66000.0,66000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Offals, Edible",20000.0,19999.99016691075,19999.989121685467,-0.009833089250605553,-0.010878314533329103,-4.916544624755659e-05,-5.43915726680666e-05
Croatia,HRV,Europe South,"Oil, palm fruit",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Oilcrops Oil, Other",6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Oilcrops, Other",7000.0,7000.0,7000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Oilseed Cakes, Other",22383.0,22383.000000000004,22383.000000000004,3.637978807091713e-12,3.637978807091713e-12,2.220446049250313e-14,2.220446049250313e-14
Croatia,HRV,Europe South,Olive Oil,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Olives (including preserved),33000.0,33000.0,33000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Onions,16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Oranges, Mandarines",40000.0,40000.0,40000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Palm Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Palm kernels,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Palmkernel Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Palmkernel Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Peas,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Pepper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Pigmeat,110000.0,110000.0,110000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Pigs,1329809.0,1323193.691980567,1318408.51570592,-6615.308019432938,-11400.484294079943,-0.4974630205866415,-0.8573023865893425
Croatia,HRV,Europe South,Pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Pineapples and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Plantains,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Potatoes and products,174000.0,174000.0,174000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Poultry Birds,44272000.0,44081557.65332321,43944987.28788654,-190442.34667678922,-327012.7121134624,-0.43016431757496587,-0.7386445430824451
Croatia,HRV,Europe South,Poultry Meat,70000.0,70000.0,70000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Pulses, Other and products",2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rabbits and hares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rape and Mustard Cake,22941.0,22941.0,22941.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rape and Mustard Oil,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rape and Mustardseed,120000.0,120000.0,120000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rice (Milled Equivalent),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Ricebran Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Rodents, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Roots, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Rye and products,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Seed cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sesame seed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sesameseed Cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sesameseed Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sheep,423381.0,423372.30870424066,423366.6683083887,-8.69129575934494,-14.331691611325368,-0.002052830844878617,-0.003385057811122749
Croatia,HRV,Europe South,Silk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sisal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Soft-Fibres, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sorghum and products,114.0,114.0,114.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Soyabean Cake,37234.0,37234.0,37234.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Soyabean Oil,9000.0,9000.0,9000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Soyabeans,266000.0,277272.85936031124,242112.97573605579,11272.859360311239,-23887.024263944215,4.237917052748585,-8.980084309753467
Croatia,HRV,Europe South,"Spices, Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sugar beet,151000.0,151000.0,151000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sugar cane,774000.0,774000.0,774000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sugar non-centrifugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Sugar, Refined Equiv",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sunflower seed,120000.0,120000.0,120000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sunflowerseed Cake,25687.0,25687.0,25687.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sunflowerseed Oil,23000.0,23000.0,23000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Sweet potatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Sweeteners, Other",78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Tea (including mate),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Tobacco,7080.0,7080.0,7080.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Tomatoes and products,33000.0,33000.0,33000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,"Vegetables, Other",1396000.0,1396000.0,1396000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Wheat and products,868000.0,882398.8883346146,939787.688611884,14398.888334614574,71787.68861188402,1.6588581030661853,8.270471038235483
Croatia,HRV,Europe South,Wine,53000.0,53000.0,53000.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Wool (Clean Eq.),1062.0,1062.0,1062.0,0.0,0.0,0.0,0.0
Croatia,HRV,Europe South,Yams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Abaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,"Alcohol, Non-Food",196890.0,187519.77722613388,190653.74756050642,-9370.222773866117,-6236.252439493575,-4.759115635058208,-3.1673789626154636
Cuba,CUB,America Latin and Caribbean,Apples and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Asses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Bananas,263000.0,263000.0,263000.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Barley and products,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Beans,65000.0,65000.00000000001,65000.00000000001,7.275957614183426e-12,7.275957614183426e-12,2.220446049250313e-14,2.220446049250313e-14
Cuba,CUB,America Latin and Caribbean,Beer,150000.0,150000.0,150000.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,"Beverages, Alcoholic",151000.0,151000.0,151000.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,"Beverages, Fermented",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Bovine Meat,67000.0,66929.83902028801,66945.3252419973,-70.16097971198906,-54.6747580027004,-0.10471788016714889,-0.08160411642194054
Cuba,CUB,America Latin and Caribbean,Buffaloes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,"Butter, Ghee",1000.0,996.0398758536047,996.4934315920341,-3.9601241463952874,-3.506568407965915,-0.39601241463952386,-0.35065684079659265
Cuba,CUB,America Latin and Caribbean,"Camelids, other",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Camels,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Cassava and products,655000.0,655000.0,655000.0,0.0,0.0,0.0,0.0
Cuba,CUB,America Latin and Caribbean,Cattle,392772.0,392354.4285215227,392455.24044203456,-417.57147847727174,-316.7595579654444,-0.10631396292944961,-0.08064718410819571
